what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1325349889242
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.VariableView",1325349894340
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1325349941967
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Terminate",1325349942012
activated,perspective,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavaPerspective",1325349944609
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325349944622
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1325349957192
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1325349958558
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1325349961894
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1325349962241
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1325349970065
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1325349984031
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325349988062
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325349989728
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325350005344
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1325350007311
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1325350008901
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1325350029592
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1325350084235
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325350085740
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325350129317
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1325350221533
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1325350229265
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1325350231405
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325350245127
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325350246935
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325350253122
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325350254848
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1325350301599
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1325350303252
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1325350311880
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1325350314368
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1325350316037
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325350347368
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1325350481893
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1325350491252
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1325350491371
closed,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1325350491385
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325350513782
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1325350538488
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1325350539865
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325350572859
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1325350588972
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325350599304
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325350641727
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1325350654523
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325350664274
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325350665360
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1325350668194
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1325350677817
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1325350679743
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325350784872
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1325350828823
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1325350830801
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325350873053
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1325350899991
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325350941715
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325350947765
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325350956137
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325350966922
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325350974750
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325350976386
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1325351028033
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325351034960
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325351040764
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325351050067
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1325351111435
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325351121885
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325351134030
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1325351182818
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1325351258396
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325351358999
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325355983152
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325355985330
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325516918912
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1325516919218
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325516920029
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325516936610
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325516937686
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325517093914
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325520965757
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325520967151
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.cocoa.minimizeWindow",1325520967152
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325532679775
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325532683041
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325535119124
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1325535200304
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1325535259950
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325535260890
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1325535269253
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1325535271267
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325535314109
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1325535362813
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1325535365639
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325535404558
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325535406175
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325535407019
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1325535407803
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1325535408869
stopped,bundle,org.eclipse.m2e.discovery,1.0.100.20110804-1717,"org.eclipse.m2e.discovery",1325535408904
stopped,bundle,org.eclipse.m2e.refactoring,1.0.100.20110804-1717,"org.eclipse.m2e.refactoring",1325535408943
stopped,bundle,org.eclipse.m2e.editor,1.0.100.20110804-1717,"org.eclipse.m2e.editor",1325535408990
